ticker,date,open,high,low,close,vol,ticker_1,open_1,high_1,low_1,close_1,vol_1,plmr,plbo,plmr_1,plbo_1
^STOXX50E,2007-03-30,4177.669921875,4207.759765625,4160.35009765625,4181.02978515625,0.0,^GSPC,1422.52001953125,1429.219970703125,1408.9000244140625,1420.8599853515625,2.90396e9,0.0,0.0,0.0,0.0
^STOXX50E,2007-04-02,4177.31005859375,4191.759765625,4163.77001953125,4189.5498046875,0.0,^GSPC,1420.8299560546875,1425.489990234375,1416.3699951171875,1424.550048828125,2.87588e9,-0.0,0.0,-0.0,0.0
^STOXX50E,2007-04-03,4199.5400390625,4248.06982421875,4199.5400390625,4246.2998046875,0.0,^GSPC,1424.27001953125,1440.5699462890625,1424.27001953125,1437.77001953125,2.92176e9,-567.5,305.18705610794314,-660.99853515625,398.35837624287933
^STOXX50E,2007-04-04,4252.7099609375,4261.830078125,4242.0498046875,4261.830078125,0.0,^GSPC,1437.75,1440.1600341796875,1435.0799560546875,1439.3699951171875,2.61632e9,-0.0,-0.0,-0.0,0.0
^STOXX50E,2007-04-05,4259.97998046875,4274.169921875,4253.7900390625,4271.5400390625,0.0,^GSPC,1438.93994140625,1444.8800048828125,1436.6700439453125,1443.760009765625,2.35723e9,-0.0,-0.0,-0.0,-0.0
^STOXX50E,2007-04-10,4275.68017578125,4307.66015625,4267.009765625,4301.47021484375,0.0,^GSPC,1444.5799560546875,1448.72998046875,1443.989990234375,1448.3900146484375,2.51011e9,-0.0,-305.24328699159014,-189.00146484375,-190.5029296875
^STOXX50E,2007-04-11,4298.240234375,4326.7001953125,4284.919921875,4293.2001953125,0.0,^GSPC,1448.22998046875,1448.3900146484375,1436.1500244140625,1438.8699951171875,2.95019e9,0.0,0.0,0.0,0.0
^STOXX50E,2007-04-12,4290.10986328125,4291.10009765625,4249.2998046875,4280.02001953125,0.0,^GSPC,1438.8699951171875,1448.02001953125,1433.9100341796875,1447.800048828125,2.77057e9,0.0,0.0,-0.0,-0.0
^STOXX50E,2007-04-13,4285.56005859375,4319.27978515625,4284.02978515625,4317.35009765625,0.0,^GSPC,1447.800048828125,1453.1099853515625,1444.1500244140625,1452.8499755859375,2.69002e9,-0.0,0.0,-0.0,-0.0
^STOXX50E,2007-04-16,4333.9501953125,4380.52001953125,4333.39013671875,4379.25,0.0,^GSPC,1452.8399658203125,1468.6199951171875,1452.8399658203125,1468.3299560546875,2.87014e9,-0.0,-0.0,-0.0,-0.0
^STOXX50E,2007-04-17,4374.35986328125,4391.27978515625,4348.6201171875,4384.3798828125,0.0,^GSPC,1468.469970703125,1474.3499755859375,1467.1500244140625,1471.47998046875,2.92057e9,-51.298828125,-100.2001953125,-157.501220703125,-150.50048828125
^STOXX50E,2007-04-18,4377.77978515625,4377.77978515625,4338.509765625,4358.9501953125,0.0,^GSPC,1471.469970703125,1476.5699462890625,1466.4100341796875,1472.5,2.97133e9,0.0,0.0,-0.0,-0.0
^STOXX50E,2007-04-19,4330.35986328125,4339.93017578125,4288.10986328125,4339.93017578125,0.0,^GSPC,1472.47998046875,1474.22998046875,1464.469970703125,1470.72998046875,2.91361e9,0.0,-0.0,0.0,0.0
^STOXX50E,2007-04-20,4350.669921875,4431.330078125,4350.669921875,4416.7900390625,0.0,^GSPC,1470.68994140625,1484.739990234375,1470.68994140625,1484.3499755859375,3.32994e9,-0.0,0.0,-0.0,-0.0
^STOXX50E,2007-04-23,4416.06982421875,4428.419921875,4390.93994140625,4400.1201171875,0.0,^GSPC,1484.3299560546875,1487.3199462890625,1480.18994140625,1480.9300537109375,2.57502e9,0.0,0.0,0.0,0.0
^STOXX50E,2007-04-24,4399.169921875,4402.85986328125,4348.68994140625,4367.830078125,0.0,^GSPC,1480.9300537109375,1483.8199462890625,1473.739990234375,1480.4100341796875,3.11975e9,322.900390625,313.3984375,26.0009765625,26.0009765625
^STOXX50E,2007-04-25,4380.58984375,4415.9599609375,4380.58984375,4404.43994140625,0.0,^GSPC,1480.280029296875,1496.5899658203125,1480.280029296875,1495.4200439453125,3.25259e9,-0.0,0.0,-0.0,-0.0
^STOXX50E,2007-04-26,4415.81982421875,4434.06005859375,4403.06005859375,4414.2099609375,0.0,^GSPC,1495.27001953125,1498.02001953125,1491.1700439453125,1494.25,3.2118e9,-0.0,0.0,0.0,0.0
^STOXX50E,2007-04-27,4407.7001953125,4412.91015625,4366.85009765625,4383.1298828125,0.0,^GSPC,1494.2099609375,1497.3199462890625,1488.6700439453125,1494.0699462890625,2.73281e9,0.0,0.0,0.0,0.0
^STOXX50E,2007-04-30,4378.25,4409.419921875,4370.27001953125,4392.33984375,0.0,^GSPC,1494.0699462890625,1497.1600341796875,1482.2900390625,1482.3699951171875,3.09342e9,-0.0,-0.0,0.0,0.0
^STOXX50E,2007-05-02,4401.93994140625,4423.83984375,4397.33984375,4415.47998046875,0.0,^GSPC,1486.1300048828125,1499.0999755859375,1486.1300048828125,1495.9200439453125,3.1898e9,-231.4013671875,-0.0,-0.0,-0.0
^STOXX50E,2007-05-03,4429.5,4432.169921875,4394.18994140625,4427.31982421875,0.0,^GSPC,1495.56005859375,1503.3399658203125,1495.56005859375,1502.3900146484375,3.00797e9,-0.0,0.0,-0.0,-0.0
^STOXX50E,2007-05-04,4429.27978515625,4449.330078125,4413.0400390625,4445.58984375,0.0,^GSPC,1502.3499755859375,1510.3399658203125,1501.800048828125,1505.6199951171875,2.76193e9,-0.0,-0.0,-0.0,-0.0
^STOXX50E,2007-05-07,4448.06005859375,4452.81982421875,4432.8798828125,4441.31005859375,0.0,^GSPC,1505.5699462890625,1511.0,1505.5400390625,1509.47998046875,2.54509e9,0.0,0.0,-0.0,-0.0
^STOXX50E,2007-05-08,4434.9599609375,4435.60009765625,4398.009765625,4411.31982421875,0.0,^GSPC,1509.3599853515625,1509.3599853515625,1500.6600341796875,1507.719970703125,2.79572e9,299.90234375,236.4013671875,88.00048828125,82.000732421875
^STOXX50E,2007-05-10,4422.41015625,4427.60986328125,4387.18994140625,4391.8701171875,0.0,^GSPC,1512.3299560546875,1512.3299560546875,1491.4200439453125,1491.469970703125,3.03124e9,0.0,0.0,0.0,0.0
^STOXX50E,2007-05-11,4376.4501953125,4425.35009765625,4331.35986328125,4423.06982421875,0.0,^GSPC,1491.469970703125,1506.239990234375,1491.469970703125,1505.8499755859375,2.72078e9,-0.0,-0.0,-0.0,0.0
